Sentence,Revision,Jaccard,Weighted Jaccard
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_062,0.5389048991354467,0.5202757181355288
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_071,0.6062322946175638,0.5570784561325091
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_080,0.5327635327635327,0.5113088260863049
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_089,0.6136363636363636,0.5521157935817775
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_098,0.5415472779369628,0.5262894105949528
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_107,0.5465116279069767,0.5258808190560829
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_116,0.6142857142857143,0.5613712806165633
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_125,0.6096866096866097,0.554696995433828
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_134,0.6068376068376068,0.55318266112727
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_143,0.6028169014084507,0.5553611619340575
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_152,0.6057142857142858,0.5713627084266438
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_161,0.5959885386819485,0.5546130153687271
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_170,0.6028571428571429,0.5542575290369661
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_179,0.6074498567335244,0.5575515299514174
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_188,0.5977337110481586,0.5528697343707064
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_197,0.6149425287356322,0.5741151575547185
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_206,0.5953757225433526,0.552010329064549
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_215,0.6104651162790697,0.568046336118857
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_224,0.6005830903790087,0.5582803660471464
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_233,0.5988372093023255,0.5531385763097115
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_242,0.603448275862069,0.5574474768275095
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_251,0.5726744186046512,0.5415200205909336
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_260,0.6,0.5461567677260097
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_269,0.6184971098265896,0.5839278832867061
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_278,0.6308139534883721,0.5762605677581921
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_287,0.6268221574344023,0.5789413171637864
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_296,0.6392961876832844,0.598454613924918
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_305,0.6363636363636364,0.5931694273051793
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_314,0.6390532544378699,0.5883877291272656
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_323,0.71875,0.7280141631292303
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_332,0.6934097421203438,0.6789187458790975
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_341,0.6507462686567164,0.6050748011182939
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_350,0.6460176991150443,0.6078794568102527
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_008,0.5633187772925764,0.5677873470833898
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_017,0.6483050847457628,0.6571020106645924
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_026,0.7219917012448133,0.7508816355177701
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_035,0.7637795275590551,0.7778757546282266
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_044,0.844,0.8450814715320613
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_053,0.8704453441295547,0.8480976622057329
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_062,0.7932489451476793,0.8285590016123023
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_071,0.8663967611336032,0.8615659727581672
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_080,0.7842323651452282,0.815582532816345
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_089,0.848,0.8531611935514645
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_098,0.8041666666666667,0.8421503125890631
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_107,0.759825327510917,0.7863171854163992
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_116,0.8577235772357723,0.8680337135861879
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_125,0.8816326530612245,0.8575756233144919
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_134,0.8658536585365854,0.8544227653590869
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_143,0.8775510204081632,0.8817576226207304
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_152,0.9004149377593361,0.907153197683074
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_161,0.8677685950413223,0.8796364708463453
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_170,0.8958333333333334,0.890209843120166
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_179,0.8916666666666667,0.8873436465974978
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_188,0.8683127572016461,0.884693456512461
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_197,0.678125,0.6138153366083423
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_206,0.8940677966101694,0.8936490498634633
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_215,0.9063829787234042,0.9154327749239858
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_224,0.8666666666666667,0.8721823115996071
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_233,0.8583333333333333,0.8640890697669763
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_242,0.842741935483871,0.8481506976029594
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_251,0.8565400843881856,0.8722388431036564
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_260,0.9194915254237288,0.918191459155711
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_269,0.9033613445378151,0.9298530554830233
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_278,0.9276595744680851,0.9194951213891726
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_287,0.9353448275862069,0.9260637445133643
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_296,0.948051948051948,0.9552252550044114
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_305,0.9484978540772532,0.9485386521032791
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_314,0.9517543859649122,0.9420227372328731
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_323,0.9110169491525424,0.9250559478913003
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_332,0.9240506329113924,0.945617656107541
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_341,0.9734513274336283,0.9665213792613262
"They had to eat a lot to gain the strength they had lost and be able to work, they had too little",ckpt_350,0.960352422907489,0.9689868668356817
